1,100,5,0.000008
1,100,10,0.000009
1,100,15,0.000009
1,100,20,0.000010
1,100,25,0.000009
1,100,30,0.000008
1,100,35,0.000008
1,100,40,0.000009
1,100,45,0.000009
1,100,50,0.000014
1,100,55,0.000026
1,100,60,0.000011
1,100,65,0.000028
1,100,70,0.000012
1,100,75,0.000022
1,100,80,0.000010
1,100,85,0.000012
1,100,90,0.000023
1,100,95,0.000010
1,100,100,0.000014
1,1000000,50000,0.001122
1,1000000,100000,0.002020
1,1000000,150000,0.003542
1,1000000,200000,0.004730
1,1000000,250000,0.005962
1,1000000,300000,0.007025
1,1000000,350000,0.008266
1,1000000,400000,0.008939
1,1000000,450000,0.010593
1,1000000,500000,0.010963
1,1000000,550000,0.013998
1,1000000,600000,0.013162
1,1000000,650000,0.014069
1,1000000,700000,0.015336
1,1000000,750000,0.015993
1,1000000,800000,0.019000
1,1000000,850000,0.016969
1,1000000,900000,0.017914
1,1000000,950000,0.018990
1,1000000,1000000,0.022421
1,1000000000,50000000,0.988453
1,1000000000,100000000,1.969886
1,1000000000,150000000,2.968939
1,1000000000,200000000,3.939490
1,1000000000,250000000,4.982366
1,1000000000,300000000,5.943532
1,1000000000,350000000,6.901076
1,1000000000,400000000,7.908216
1,1000000000,450000000,8.937440
1,1000000000,500000000,9.925808
1,1000000000,550000000,10.961029
1,1000000000,600000000,11.916959
1,1000000000,650000000,12.845383
1,1000000000,700000000,13.776537
1,1000000000,750000000,14.842470
1,1000000000,800000000,15.731641
1,1000000000,850000000,16.759907
1,1000000000,900000000,17.794617
1,1000000000,950000000,18.891644
1,1000000000,1000000000,19.854711
2,100,5,0.000040
2,100,10,0.000043
2,100,15,0.000041
2,100,20,0.000039
2,100,25,0.000012
2,100,30,0.000012
2,100,35,0.000019
2,100,40,0.000044
2,100,45,0.000044
2,100,50,0.000044
2,100,55,0.000042
2,100,60,0.000043
2,100,65,0.000016
2,100,70,0.000043
2,100,75,0.000045
2,100,80,0.000046
2,100,85,0.000013
2,100,90,0.000041
2,100,95,0.000044
2,100,100,0.000047
2,1000000,50000,0.002580
2,1000000,100000,0.005130
2,1000000,150000,0.001613
2,1000000,200000,0.002087
2,1000000,250000,0.005729
2,1000000,300000,0.012905
2,1000000,350000,0.013831
2,1000000,400000,0.014800
2,1000000,450000,0.009222
2,1000000,500000,0.016976
2,1000000,550000,0.008317
2,1000000,600000,0.009856
2,1000000,650000,0.013826
2,1000000,700000,0.007085
2,1000000,750000,0.007547
2,1000000,800000,0.008033
2,1000000,850000,0.008536
2,1000000,900000,0.012522
2,1000000,950000,0.012654
2,1000000,1000000,0.010185
2,1000000000,50000000,0.496187
2,1000000000,100000000,1.275166
2,1000000000,150000000,1.494003
2,1000000000,200000000,1.996542
2,1000000000,250000000,2.499897
2,1000000000,300000000,2.974688
2,1000000000,350000000,5.567125
2,1000000000,400000000,3.959369
2,1000000000,450000000,4.475850
2,1000000000,500000000,4.982479
2,1000000000,550000000,5.500998
2,1000000000,600000000,5.977898
2,1000000000,650000000,6.453386
2,1000000000,700000000,6.940523
2,1000000000,750000000,7.420413
2,1000000000,800000000,7.916289
2,1000000000,850000000,8.436918
2,1000000000,900000000,8.979968
2,1000000000,950000000,9.460708
2,1000000000,1000000000,15.984770
4,100,5,0.000021
4,100,10,0.000019
4,100,15,0.000052
4,100,20,0.000022
4,100,25,0.000084
4,100,30,0.000051
4,100,35,0.000083
4,100,40,0.000023
4,100,45,0.000017
4,100,50,0.000014
4,100,55,0.000068
4,100,60,0.000110
4,100,65,0.000015
4,100,70,0.000048
4,100,75,0.000059
4,100,80,0.000025
4,100,85,0.000055
4,100,90,0.000015
4,100,95,0.000043
4,100,100,0.000016
4,1000000,50000,0.001141
4,1000000,100000,0.000574
4,1000000,150000,0.003852
4,1000000,200000,0.001731
4,1000000,250000,0.006553
4,1000000,300000,0.012068
4,1000000,350000,0.008426
4,1000000,400000,0.005431
4,1000000,450000,0.003716
4,1000000,500000,0.012014
4,1000000,550000,0.004772
4,1000000,600000,0.007372
4,1000000,650000,0.010539
4,1000000,700000,0.009305
4,1000000,750000,0.006109
4,1000000,800000,0.006726
4,1000000,850000,0.004515
4,1000000,900000,0.011595
4,1000000,950000,0.009162
4,1000000,1000000,0.007369
4,1000000000,50000000,0.265143
4,1000000000,100000000,0.858505
4,1000000000,150000000,0.791305
4,1000000000,200000000,1.665765
4,1000000000,250000000,1.338293
4,1000000000,300000000,2.483670
4,1000000000,350000000,1.992264
4,1000000000,400000000,2.103554
4,1000000000,450000000,3.694649
4,1000000000,500000000,4.300464
4,1000000000,550000000,2.936336
4,1000000000,600000000,4.918282
4,1000000000,650000000,3.421791
4,1000000000,700000000,5.947708
4,1000000000,750000000,4.968035
4,1000000000,800000000,4.253277
4,1000000000,850000000,6.938729
4,1000000000,900000000,4.718981
4,1000000000,950000000,5.055012
4,1000000000,1000000000,5.353693
8,100,5,0.000188
8,100,10,0.000082
8,100,15,0.000098
8,100,20,0.000098
8,100,25,0.000071
8,100,30,0.000029
8,100,35,0.000092
8,100,40,0.000030
8,100,45,0.000094
8,100,50,0.000131
8,100,55,0.000139
8,100,60,0.000031
8,100,65,0.000156
8,100,70,0.000028
8,100,75,0.000260
8,100,80,0.000110
8,100,85,0.000207
8,100,90,0.000215
8,100,95,0.000110
8,100,100,0.000042
8,1000000,50000,0.001172
8,1000000,100000,0.004267
8,1000000,150000,0.003360
8,1000000,200000,0.004325
8,1000000,250000,0.005166
8,1000000,300000,0.001338
8,1000000,350000,0.007194
8,1000000,400000,0.007436
8,1000000,450000,0.005804
8,1000000,500000,0.005833
8,1000000,550000,0.002763
8,1000000,600000,0.002632
8,1000000,650000,0.011223
8,1000000,700000,0.005801
8,1000000,750000,0.007717
8,1000000,800000,0.011479
8,1000000,850000,0.010220
8,1000000,900000,0.007694
8,1000000,950000,0.007732
8,1000000,1000000,0.011236
8,1000000000,50000000,0.227632
8,1000000000,100000000,0.436966
8,1000000000,150000000,0.642238
8,1000000000,200000000,0.856594
8,1000000000,250000000,1.066706
8,1000000000,300000000,1.310653
8,1000000000,350000000,1.499958
8,1000000000,400000000,1.713347
8,1000000000,450000000,1.934343
8,1000000000,500000000,2.255058
8,1000000000,550000000,2.350681
8,1000000000,600000000,2.577710
8,1000000000,650000000,2.832028
8,1000000000,700000000,2.987002
8,1000000000,750000000,3.179898
8,1000000000,800000000,3.413329
8,1000000000,850000000,3.624464
8,1000000000,900000000,3.849765
8,1000000000,950000000,4.046884
8,1000000000,1000000000,4.285252
